gene,element_id,element_label,rel
IL6,IL6:CorePromoter,CorePromoter,HAS_ELEMENT
IL6,IL6:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
IL6,IL6:TATABox,TATABox,HAS_ELEMENT
IL6,IL6:CpGIsland,CpGIsland,HAS_ELEMENT
IL6,IL6:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
IL6,IL6:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
IL6,IL6:PolyASignal,PolyASignal,HAS_ELEMENT
IL6,IL6:Terminator,Terminator,HAS_ELEMENT
INS,INS:CorePromoter,CorePromoter,HAS_ELEMENT
INS,INS:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
INS,INS:TATABox,TATABox,HAS_ELEMENT
INS,INS:CpGIsland,CpGIsland,HAS_ELEMENT
INS,INS:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
INS,INS:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
INS,INS:PolyASignal,PolyASignal,HAS_ELEMENT
INS,INS:Terminator,Terminator,HAS_ELEMENT
GCK,GCK:CorePromoter,CorePromoter,HAS_ELEMENT
GCK,GCK:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
GCK,GCK:TATABox,TATABox,HAS_ELEMENT
GCK,GCK:CpGIsland,CpGIsland,HAS_ELEMENT
GCK,GCK:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
GCK,GCK:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
GCK,GCK:PolyASignal,PolyASignal,HAS_ELEMENT
GCK,GCK:Terminator,Terminator,HAS_ELEMENT
HNF1A,HNF1A:CorePromoter,CorePromoter,HAS_ELEMENT
HNF1A,HNF1A:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
HNF1A,HNF1A:TATABox,TATABox,HAS_ELEMENT
HNF1A,HNF1A:CpGIsland,CpGIsland,HAS_ELEMENT
HNF1A,HNF1A:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
HNF1A,HNF1A:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
HNF1A,HNF1A:PolyASignal,PolyASignal,HAS_ELEMENT
HNF1A,HNF1A:Terminator,Terminator,HAS_ELEMENT
F8,F8:CorePromoter,CorePromoter,HAS_ELEMENT
F8,F8:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
F8,F8:TATABox,TATABox,HAS_ELEMENT
F8,F8:CpGIsland,CpGIsland,HAS_ELEMENT
F8,F8:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
F8,F8:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
F8,F8:PolyASignal,PolyASignal,HAS_ELEMENT
F8,F8:Terminator,Terminator,HAS_ELEMENT
F9,F9:CorePromoter,CorePromoter,HAS_ELEMENT
F9,F9:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
F9,F9:TATABox,TATABox,HAS_ELEMENT
F9,F9:CpGIsland,CpGIsland,HAS_ELEMENT
F9,F9:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
F9,F9:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
F9,F9:PolyASignal,PolyASignal,HAS_ELEMENT
F9,F9:Terminator,Terminator,HAS_ELEMENT
CYP21A2,CYP21A2:CorePromoter,CorePromoter,HAS_ELEMENT
CYP21A2,CYP21A2:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
CYP21A2,CYP21A2:TATABox,TATABox,HAS_ELEMENT
CYP21A2,CYP21A2:CpGIsland,CpGIsland,HAS_ELEMENT
CYP21A2,CYP21A2:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
CYP21A2,CYP21A2:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
CYP21A2,CYP21A2:PolyASignal,PolyASignal,HAS_ELEMENT
CYP21A2,CYP21A2:Terminator,Terminator,HAS_ELEMENT
